,codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_cidade,coordenadas_cidade,longitude_cidade,latitude_cidade,altitude_cidade,ocorrencia_uf,ocorrencia_estado,regiao,ocorrencia_dia,total_aeronaves_envolvidas,ocorrencia_saida_pista,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,ocorrencia_fatalidade
43,45980,INCIDENTE,OUTROS,OUTROS,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2012-06-07,1,NÃO,PRAYQ,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,TURBOEIXO,BIMOTOR,125.0,2010.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,REGULAR,NENHUM,0,NÃO
44,46456,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2012-09-27,1,NÃO,PTRTG,TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,7.0,1983.0,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0,NÃO
45,46682,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2012-08-06,1,NÃO,PTVMQ,TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,7.0,1991.0,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,LEVE,0,NÃO
46,46684,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2012-09-06,1,NÃO,PUNHP,EXPERIMENTAL,ULTRALEVE,LABORTEC ENGENHARIA LTDA,PARADISE P-1,ULAC,PISTÃO,MONOMOTOR,2.0,2010.0,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,NENHUM,0,NÃO
47,46685,INCIDENTE,OUTROS,OUTROS,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2012-09-14,1,NÃO,PRINA,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,150L,C150,PISTÃO,MONOMOTOR,2.0,1972.0,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,NENHUM,0,NÃO
48,48660,INCIDENTE GRAVE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2013-05-24,1,NÃO,PTAVJ,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,150J,C150,PISTÃO,MONOMOTOR,2.0,1969.0,BRASIL,AVIÃO,INSTRUÇÃO,DEPUTADO LUÍS EDUARDO MAGALHÃES,HORÁCIO DE MATTOS,DECOLAGEM,INSTRUÇÃO,LEVE,0,NÃO
49,48895,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2013-06-29,1,NÃO,PRAYC,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2008.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0,NÃO
50,49158,INCIDENTE GRAVE,FORMAÇÃO DE GELO,FORMAÇÃO DE GELO,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2013-07-26,1,NÃO,PPPTU,OPERADOR DESCONHECIDO,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,73.0,2010.0,BRASIL,AVIÃO,REGULAR,ZUMBI DOS PALMARES,DEPUTADO LUÍS EDUARDO MAGALHÃES,CRUZEIRO,REGULAR,NENHUM,0,NÃO
51,49158,INCIDENTE GRAVE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2013-07-26,1,NÃO,PPPTU,OPERADOR DESCONHECIDO,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,73.0,2010.0,BRASIL,AVIÃO,REGULAR,ZUMBI DOS PALMARES,DEPUTADO LUÍS EDUARDO MAGALHÃES,CRUZEIRO,REGULAR,NENHUM,0,NÃO
52,49283,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2013-07-23,1,NÃO,PPPJL,REGULAR,AVIÃO,EMBRAER,ERJ 190-100 LR,E190,JATO,BIMOTOR,106.0,2008.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0,NÃO
53,49519,INCIDENTE,PROBLEMAS FISIOLÓGICOS,OUTROS | PROBLEMAS FISIOLÓGICOS,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2013-08-06,1,NÃO,PTMVC,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A330-223,A332,JATO,BIMOTOR,243.0,1998.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0,NÃO
54,49797,INCIDENTE GRAVE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2013-10-06,1,NÃO,PTJCZ,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,310Q,C310,PISTÃO,BIMOTOR,6.0,1973.0,BRASIL,AVIÃO,PARTICULAR,MARACÁS,MARACÁS,POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
55,50543,INCIDENTE,OUTROS,OUTROS,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2013-11-06,1,NÃO,PRMEO,TÁXI AÉREO,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,EC 135P2+,EC35,TURBOEIXO,BIMOTOR,7.0,2006.0,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,TÁXI AÉREO,NENHUM,0,NÃO
56,50545,INCIDENTE,OUTROS,OUTROS,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2013-11-15,1,NÃO,PUESK,EXPERIMENTAL,ULTRALEVE,AEROBRAVO LTDA,SKYRANGER,ULAC,PISTÃO,MONOMOTOR,2.0,2008.0,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,EXPERIMENTAL,NENHUM,0,NÃO
57,51302,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2014-03-10,1,NÃO,PRGOY,REGULAR,AVIÃO,BOEING COMPANY,737-7K9,B737,JATO,BIMOTOR,152.0,1998.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0,NÃO
58,51322,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2014-03-26,1,NÃO,PRIOC,REGULAR,AVIÃO,BOEING COMPANY,727-264,B722,JATO,TRIMOTOR,5.0,1983.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0,NÃO
59,51338,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2014-04-10,1,NÃO,PTIDP,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,310Q,C310,PISTÃO,BIMOTOR,6.0,1971.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
60,51734,INCIDENTE,VAZAMENTO DE OUTROS FLUIDOS,OUTROS | VAZAMENTO DE OUTROS FLUIDOS,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2014-07-08,1,NÃO,PRPDK,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,73.0,1999.0,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0,NÃO
61,52346,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2014-09-20,1,NÃO,PTODU,PARTICULAR,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,6.0,1981.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,NENHUM,0,NÃO
62,52611,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2014-09-21,1,NÃO,PPCIE,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR20,SR20,PISTÃO,MONOMOTOR,4.0,2000.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0,NÃO
63,52718,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2014-10-07,1,NÃO,PRBPM,ADMINISTRAÇÃO DIRETA,AVIÃO,AEROMOT,AMT-200SO,RF10,PISTÃO,MONOMOTOR,2.0,2007.0,BRASIL,AVIÃO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NÃO REGULAR,LEVE,0,NÃO
64,52848,INCIDENTE,VAZAMENTO DE OUTROS FLUIDOS,OUTROS | VAZAMENTO DE OUTROS FLUIDOS,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2014-11-25,1,NÃO,PRGRD,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,750,C750,JATO,BIMOTOR,10.0,2000.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,NENHUM,0,NÃO
65,52992,INCIDENTE GRAVE,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2015-01-01,2,NÃO,PROMY,OPERADOR DESCONHECIDO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,14.0,2007.0,BRASIL,HELICÓPTERO,TÁXI AÉREO,MANATI-1,DEPUTADO LUÍS EDUARDO MAGALHÃES,TÁXI,TÁXI AÉREO,SUBSTANCIAL,0,NÃO
66,52992,INCIDENTE GRAVE,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2015-01-01,2,NÃO,PTSHY,OPERADOR DESCONHECIDO,AVIÃO,EMBRAER,EMB-110P1,E110,TURBOÉLICE,BIMOTOR,19.0,1987.0,BRASIL,AVIÃO,TÁXI AÉREO,DEPUTADO LUÍS EDUARDO MAGALHÃES,DEPUTADO LUÍS EDUARDO MAGALHÃES,TÁXI,TÁXI AÉREO,LEVE,0,NÃO
67,53069,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2015-01-18,1,NÃO,PRAYO,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2010.0,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,PORTO SEGURO,CRUZEIRO,REGULAR,NENHUM,0,NÃO
68,53332,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2015-06-19,1,NÃO,PRSTJ,OPERADOR DESCONHECIDO,AVIÃO,ISRAEL AIRCRAFT,1124A,WW24,JATO,BIMOTOR,8.0,1980.0,BRASIL,AVIÃO,PARTICULAR,GUARARAPES - GILBERTO FREYRE,VIRACOPOS,TÁXI,PRIVADA,SUBSTANCIAL,0,NÃO
69,53417,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2015-07-18,1,NÃO,PTRVH,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,7.0,1984.0,BRASIL,AVIÃO,TÁXI AÉREO,TEIXEIRA DE FREITAS,DEPUTADO LUÍS EDUARDO MAGALHÃES,POUSO,TÁXI AÉREO,NENHUM,0,NÃO
70,53481,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2015-09-11,1,NÃO,PROND,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A318-121,A318,JATO,BIMOTOR,129.0,2008.0,BRASIL,AVIÃO,REGULAR,GUARARAPES - GILBERTO FREYRE,GUARARAPES - GILBERTO FREYRE,CRUZEIRO,REGULAR,NENHUM,0,NÃO
71,53490,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2015-09-30,1,NÃO,PPPTP,OPERADOR DESCONHECIDO,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,73.0,2009.0,BRASIL,AVIÃO,REGULAR,BARREIRAS,DEPUTADO LUÍS EDUARDO MAGALHÃES,CRUZEIRO,REGULAR,LEVE,0,NÃO
72,53561,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2015-10-31,1,NÃO,PRZVX,OPERADOR DESCONHECIDO,AVIÃO,SLICK AIRCRAFT COMPANY,SLICK 540,ZZZZ,PISTÃO,MONOMOTOR,1.0,ANO FAB DESCONHECIDO,BRASIL,AVIÃO,EXPERIMENTAL,DEPUTADO LUÍS EDUARDO MAGALHÃES,DEPUTADO LUÍS EDUARDO MAGALHÃES,MANOBRA,PRIVADA,SUBSTANCIAL,1,SIM
73,60671,INCIDENTE,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2016-01-04,1,NÃO,PTWKZ,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,7.0,1981.0,BRASIL,AVIÃO,TÁXI AÉREO,SÍLVIO NAME JÚNIOR,VIRACOPOS,POUSO,TÁXI AÉREO,LEVE,0,NÃO
74,65389,INCIDENTE,COLISÃO COM AVE,COLISÃO COM AVE,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2016-07-02,1,NÃO,PRAYD,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,125.0,2009.0,BRASIL,AVIÃO,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,TANCREDO NEVES,DECOLAGEM,REGULAR,LEVE,0,NÃO
75,65800,INCIDENTE,SOPRO DE REATOR,OUTROS | SOPRO DE REATOR,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2016-10-08,1,NÃO,PROCI,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,172.0,0.0,BRASIL,AVIÃO,REGULAR,ZUMBI DOS PALMARES,GUARARAPES - GILBERTO FREYRE,TÁXI,REGULAR,NENHUM,0,NÃO
76,65963,INCIDENTE,INCURSÃO EM PISTA,INCURSÃO EM PISTA,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2016-11-03,2,NÃO,LVFQB,REGULAR,AVIÃO,BOEING COMPANY,737-867,B738,JATO,QTD MOTOR DESCONHECIDO,124.0,2011.0,ARGENTINA,AVIÃO,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,JORGE NEWBERY AIRFIELD,TÁXI,REGULAR,NENHUM,0,NÃO
77,65963,INCIDENTE,INCURSÃO EM PISTA,INCURSÃO EM PISTA,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2016-11-03,2,NÃO,PROCP,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,172.0,0.0,BRASIL,AVIÃO,REGULAR,GUARARAPES - GILBERTO FREYRE,DEPUTADO LUÍS EDUARDO MAGALHÃES,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0,NÃO
78,66323,INCIDENTE GRAVE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2017-01-28,1,NÃO,PRAZG,OPERADOR DESCONHECIDO,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,112.0,2009.0,BRASIL,AVIÃO,REGULAR,AFONSO PENA,GUARARAPES - GILBERTO FREYRE,CRUZEIRO,REGULAR,NENHUM,0,NÃO
79,66510,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2017-03-11,1,NÃO,PROBF,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,173.0,ANO FAB DESCONHECIDO,BRASIL,AVIÃO,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,ANTONIO CARLOS JOBIM / GALEÃO,SUBIDA,REGULAR,NENHUM,0,NÃO
80,66662,INCIDENTE,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2017-04-20,1,NÃO,PTOTV,TÁXI AÉREO,AVIÃO,PIPER AIRCRAFT,PA-31T1,PAY1,TURBOÉLICE,BIMOTOR,7.0,1981.0,BRASIL,AVIÃO,TÁXI AÉREO,VITÓRIA DA CONQUISTA,DEPUTADO LUÍS EDUARDO MAGALHÃES,CORRIDA APÓS POUSO,NÃO REGULAR,LEVE,0,NÃO
81,77357,INCIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2017-11-09,1,NÃO,PTVKD,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-820C CARAJA,PAT4,TURBOÉLICE,BIMOTOR,9.0,1988.0,BRASIL,AVIÃO,TÁXI AÉREO,DEPUTADO LUÍS EDUARDO MAGALHÃES,RUY BARBOSA,CRUZEIRO,TÁXI AÉREO,NENHUM,0,NÃO
82,77782,INCIDENTE,OUTROS,OUTROS,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2018-03-23,1,NÃO,PROMT,TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,14.0,2007.0,BRASIL,HELICÓPTERO,TÁXI AÉREO,DEPUTADO LUÍS EDUARDO MAGALHÃES,DEPUTADO LUÍS EDUARDO MAGALHÃES,TÁXI,TÁXI AÉREO,LEVE,0,NÃO
83,78095,INCIDENTE,OUTROS,OUTROS,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2018-07-31,1,NÃO,PROCD,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,172.0,0.0,BRASIL,AVIÃO,REGULAR,GUARARAPES - GILBERTO FREYRE,GOVERNADOR ANDRÉ FRANCO MONTORO,CRUZEIRO,REGULAR,NENHUM,0,NÃO
84,78165,INCIDENTE,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2018-08-28,1,NÃO,PRKEA,TÁXI AÉREO,AVIÃO,GULFSTREAM,G-IV,GLF4,JATO,BIMOTOR,11.0,1989.0,BRASIL,AVIÃO,TÁXI AÉREO,DEPUTADO LUÍS EDUARDO MAGALHÃES,CONGONHAS,CRUZEIRO,TÁXI AÉREO,LEVE,0,NÃO
85,78174,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SALVADOR,"-38.4880614840079,-13.0147719111182,5.87215",-38.4880614840079,-13.0147719111182,5.87215,BA,Bahia,Localizado na Região Nordeste,2018-09-07,1,NÃO,PRAJB,REGULAR,VEICULO DESCONHECIDO,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,ICAO DESCONHECIDO,TIPO MOTOR DESCONHECIDO,QTD MOTOR DESCONHECIDO,1.0,ANO FAB DESCONHECIDO,BRASIL,REGISTRO CATEG DESCONHECIDO,REGULAR,VIRACOPOS,DEPUTADO LUÍS EDUARDO MAGALHÃES,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0,NÃO
